project	grant	lab	composite	dataType	view	cell	treatment	antibody	control	replicate	origAssembly	dataVersion	dccAccession	dateSubmitted	dateUnrestricted	subId	setType	controlId	labExpId	labVersion	type	md5sum	size	geoSampleAccession	tableName	dateResubmitted	donorId	filename
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12868	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4658	exp	None	DS10996	Bowtie 0.12.7	bai	18b768487a76b83b2a7ee9fb1ee900b7	5.7M	NA	NA	NA	NA	wgEncodeUwTfbsGm12868CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	Bowtie 0.12.7	bam	5cbb9fc1dca962396b9fa126c994bcc6	527M	NA	NA	NA	NA	wgEncodeUwTfbsGm12868CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	Bowtie 0.12.7	bai	8c9660dd2e92a8aecf4f663cd256482e	5.7M	NA	NA	NA	NA	wgEncodeUwTfbsGm12868CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12868	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4658	exp	None	DS10996	Hotspot-v5.2	broadPeak	5ed962ca9924758a173060555c28cb11	2.0M	GSM849300	wgEncodeUwTfbsGm12868CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsGm12868CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	Hotspot-v5.2	broadPeak	c8c6ac61e093eb8eca7e9ea817b4b903	2.4M	GSM849300	wgEncodeUwTfbsGm12868CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsGm12868CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12868	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4658	exp	None	DS10996	lmax-v1.0	narrowPeak	62cd498b5c1ee6da819e7469a07474cd	709K	GSM849300	wgEncodeUwTfbsGm12868CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsGm12868CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	lmax-v1.0	narrowPeak	63c086805f0289f60e242fc41aaa2659	454K	GSM849300	wgEncodeUwTfbsGm12868CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsGm12868CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12868	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4658	exp	None	DS10996	NA	fastq	4897fe2677a51e08468693fbb3466bfe	557M	GSM849300	NA	NA	NA	wgEncodeUwTfbsGm12868CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	NA	fastq	5209b7649027a911a291126528d84a76	646M	GSM849300	NA	NA	NA	wgEncodeUwTfbsGm12868CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12868	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4658	exp	None	DS10996	WindowDensity-bin20-win+/-75	bigWig	fdc10bb064a3f5fbda76558d70f4e2b5	87M	GSM849300	wgEncodeUwTfbsGm12868CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsGm12868CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12868	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002051	2011-07-29	2012-04-28	4659	exp	None	DS11804	WindowDensity-bin20-win+/-75	bigWig	3963d6e88faddc410495249b1f2b45b6	93M	GSM849300	wgEncodeUwTfbsGm12868CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsGm12868CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	Bowtie 0.12.7	bam	0a0ff2cc0dbe8241d658d23d8e93cd9f	470M	NA	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	Bowtie 0.12.7	bai	85e57fef0d3b8d1c6fccad9b6a997551	5.7M	NA	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	Bowtie 0.12.7	bam	48c35135f1dc2f2d4b85e1efe31abf92	359M	NA	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	Bowtie 0.12.7	bai	f724d00eb32f348068b68678e4f2edc7	5.6M	NA	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	Hotspot-v5.2	broadPeak	f16489434e0612831012fc79be1195e1	2.1M	GSM849303	wgEncodeUwTfbsGm12869CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsGm12869CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	Hotspot-v5.2	broadPeak	8b34b327a38779473bddb1003caac6e5	2.4M	GSM849303	wgEncodeUwTfbsGm12869CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsGm12869CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	lmax-v1.0	narrowPeak	a430352f00cc7dce5873f3a2c4f254f0	709K	GSM849303	wgEncodeUwTfbsGm12869CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsGm12869CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	lmax-v1.0	narrowPeak	abdb2e2075838b3c80e7e7f8a56806ec	473K	GSM849303	wgEncodeUwTfbsGm12869CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsGm12869CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	NA	fastq	30fb84573ce1654f366a19099d70c604	566M	GSM849303	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	NA	fastq	6e6dd6838a7dbefd8149f02f9ffb2715	607M	GSM849303	NA	NA	NA	wgEncodeUwTfbsGm12869CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12869	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4660	exp	None	DS10997	WindowDensity-bin20-win+/-75	bigWig	911f434362ecea7ceed52dfed55ef56b	90M	GSM849303	wgEncodeUwTfbsGm12869CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsGm12869CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12869	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002052	2011-07-29	2012-04-28	4661	exp	None	DS11898	WindowDensity-bin20-win+/-75	bigWig	b7ef4a67accb3f13cb13a514616f39c9	67M	GSM849303	wgEncodeUwTfbsGm12869CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsGm12869CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	Bowtie 0.12.7	bam	45a1cab7f6fb1110a43c5c5b2b7e9662	429M	NA	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	Bowtie 0.12.7	bai	abca1bd2f0a02ff06e3c0e0949bf0230	5.8M	NA	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	Bowtie 0.12.7	bam	11fc4cf717b176f0996b647ae39b76ea	114M	NA	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	Bowtie 0.12.7	bai	c2139cf50cc8f5d166bd3002a08f4f88	5.5M	NA	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	Hotspot-v5.2	broadPeak	2baed585990c7cd5c23931d010426442	2.3M	GSM849302	wgEncodeUwTfbsGm12870CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsGm12870CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	Hotspot-v5.2	broadPeak	dcc094d07469e5cfd4cb9d1474738385	1.7M	GSM849302	wgEncodeUwTfbsGm12870CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsGm12870CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	lmax-v1.0	narrowPeak	9efb229dd3135a8ad4aea75ae435859a	684K	GSM849302	wgEncodeUwTfbsGm12870CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsGm12870CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	lmax-v1.0	narrowPeak	876ab88c7578c62e578053b4c87a3835	390K	GSM849302	wgEncodeUwTfbsGm12870CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsGm12870CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	NA	fastq	07cae86d378cb77717ebc9838bea7244	526M	GSM849302	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	NA	fastq	1e2b2ebdfc8af12eeaee266da75fc8cd	275M	GSM849302	NA	NA	NA	wgEncodeUwTfbsGm12870CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12870	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4663	exp	None	DS10998	WindowDensity-bin20-win+/-75	bigWig	e929c69ed3448a5227fdea5eb32d9825	86M	GSM849302	wgEncodeUwTfbsGm12870CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsGm12870CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12870	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002053	2011-07-29	2012-04-28	4662	exp	None	DS10729	WindowDensity-bin20-win+/-75	bigWig	f9029f84f027c78dd34bf6556909d0f0	23M	GSM849302	wgEncodeUwTfbsGm12870CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsGm12870CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	Bowtie 0.12.7	bam	1a7f9dc73885f386e08c91d65044df41	483M	NA	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	Bowtie 0.12.7	bai	2c1d741bd343db2fc7437f9d2fe5eebc	5.8M	NA	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	Bowtie 0.12.7	bam	259249cdc85450272c6f6b4c44ee8651	528M	NA	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	Bowtie 0.12.7	bai	5b8db549977503f029735acc8c269061	5.7M	NA	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	Hotspot-v5.2	broadPeak	64b39171724f9d742c9af8cfa56aa3a2	2.1M	GSM849304	wgEncodeUwTfbsGm12871CtcfStdHotspotsRep1	NA	NA	wgEncodeUwTfbsGm12871CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	Hotspot-v5.2	broadPeak	984761abb34cb087f8b70c82484c1058	2.8M	GSM849304	wgEncodeUwTfbsGm12871CtcfStdHotspotsRep2	NA	NA	wgEncodeUwTfbsGm12871CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	lmax-v1.0	narrowPeak	0516038d8a269abca6aa4eb111c251dd	663K	GSM849304	wgEncodeUwTfbsGm12871CtcfStdPkRep1	NA	NA	wgEncodeUwTfbsGm12871CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	lmax-v1.0	narrowPeak	c9f06942c48d5da347ba3451844d21a1	828K	GSM849304	wgEncodeUwTfbsGm12871CtcfStdPkRep2	NA	NA	wgEncodeUwTfbsGm12871CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	NA	fastq	ef2f51a5a6973dc121e6e9cfee4ce823	578M	GSM849304	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	NA	fastq	6257c3c500cd135dd1a322fb2b40e5fe	644M	GSM849304	NA	NA	NA	wgEncodeUwTfbsGm12871CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12871	None	CTCF	std	1	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4664	exp	None	DS10999	WindowDensity-bin20-win+/-75	bigWig	a166600601e47c8e6f6de8761eb24bd1	94M	GSM849304	wgEncodeUwTfbsGm12871CtcfStdRawRep1	NA	NA	wgEncodeUwTfbsGm12871CtcfStdRawRep1.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12871	None	CTCF	std	2	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH002054	2011-07-29	2012-04-28	4665	exp	None	DS11504	WindowDensity-bin20-win+/-75	bigWig	1a11cc62d9aafd63bba378cc4a98b688	79M	GSM849304	wgEncodeUwTfbsGm12871CtcfStdRawRep2	NA	NA	wgEncodeUwTfbsGm12871CtcfStdRawRep2.bigWig
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	1	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1277	exp	wgEncodeEH000459	DS10989	Bowtie 0.12.5	bam	1059fab8acd6fefeb5d2650971dac289	466M	GSM749694	NA	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep1.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	1	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1277	exp	wgEncodeEH000459	DS10989	Bowtie 0.12.5	bai	42b9c1edad375d845a65263d2ca13042	5.7M	GSM749694	NA	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep1.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	2	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1278	exp	wgEncodeEH000459	DS11500	Bowtie 0.12.5	bam	ad856dd53494c83e884bb88462d5800d	582M	GSM749692	NA	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep2.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	2	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1278	exp	wgEncodeEH000459	DS11500	Bowtie 0.12.5	bai	ef71db95581277cd186c4ac00a0f6706	5.8M	GSM749692	NA	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep2.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	3	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000449	2011-07-29	2012-04-28	4666	exp	wgEncodeEH000459	DS14432	Bowtie 0.12.7	bam	85f4348cdd6c182a66f874560872cd6d	814M	NA	NA	NA	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep3.bam
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Alignments	GM12872	None	CTCF	std	3	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000449	2011-07-29	2012-04-28	4666	exp	wgEncodeEH000459	DS14432	Bowtie 0.12.7	bai	3fbc04a0d1b15f627da1fbe4750c9484	5.9M	NA	NA	NA	NA	wgEncodeUwTfbsGm12872CtcfStdAlnRep3.bam.bai
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12872	None	CTCF	std	1	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1277	exp	wgEncodeEH000459	DS10989	Hotspot-v5.1	broadPeak	b7a5d476de7a7374858509400733bd01	2.3M	GSM749694	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep1	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep1.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12872	None	CTCF	std	2	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1278	exp	wgEncodeEH000459	DS11500	Hotspot-v5.1	broadPeak	67f0ba369fcccfdf772813471b54613c	2.4M	GSM749692	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep2	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep2.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Hotspots	GM12872	None	CTCF	std	3	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000449	2011-07-29	2012-04-28	4666	exp	wgEncodeEH000459	DS14432	Hotspot-v5.2	broadPeak	5b2b5deaa7fca993a2981f2b75ba765a	2.8M	GSM1022633	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep3	NA	NA	wgEncodeUwTfbsGm12872CtcfStdHotspotsRep3.broadPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12872	None	CTCF	std	1	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1277	exp	wgEncodeEH000459	DS10989	lmax-v1.0	narrowPeak	82a2f33e023f706cab024f6432b0f1c5	725K	GSM749694	wgEncodeUwTfbsGm12872CtcfStdPkRep1	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdPkRep1.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12872	None	CTCF	std	2	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-06-08	2011-03-07	1278	exp	wgEncodeEH000459	DS11500	lmax-v1.0	narrowPeak	7c42c32d8faa1855e968d7fb53ace264	621K	GSM749692	wgEncodeUwTfbsGm12872CtcfStdPkRep2	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdPkRep2.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	Peaks	GM12872	None	CTCF	std	3	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000449	2011-07-29	2012-04-28	4666	exp	wgEncodeEH000459	DS14432	lmax-v1.0	narrowPeak	ac5420223d19cfdc5419b033524fe2d6	855K	GSM1022633	wgEncodeUwTfbsGm12872CtcfStdPkRep3	NA	NA	wgEncodeUwTfbsGm12872CtcfStdPkRep3.narrowPeak.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12872	None	CTCF	std	1	hg18	ENCODE Jan 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	986	exp	wgEncodeEH000459	DS10989	NA	fastq	1f4aba2c4d327f064e52045eeb8476d3	550M	GSM749694	NA	NA	NA	wgEncodeUwTfbsGm12872CtcfStdRawDataRep1.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12872	None	CTCF	std	2	hg18	ENCODE Jan 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	987	exp	wgEncodeEH000459	DS11500	NA	fastq	597e763180392d6cbecf5393a5bdc458	666M	GSM749692	NA	NA	NA	wgEncodeUwTfbsGm12872CtcfStdRawDataRep2.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawData	GM12872	None	CTCF	std	3	hg19	ENCODE Mar 2012 Freeze	wgEncodeEH000449	2011-07-29	2012-04-28	4666	exp	wgEncodeEH000459	DS14432	NA	fastq	8fec9f67fab2f8f7654c444f30f1d515	946M	GSM1022633	NA	NA	NA	wgEncodeUwTfbsGm12872CtcfStdRawDataRep3.fastq.gz
wgEncode	Stam	UW	wgEncodeUwTfbs	ChipSeq	RawSignal	GM12872	None	CTCF	std	1	hg18	ENCODE June 2010 Freeze	wgEncodeEH000449	2010-01-11	2010-10-11	1277	exp	wgEncodeEH000459	DS10989	WindowDensity-bin20-win+/-75	bigWig	f5ab15b613d825fef3e98c849bd7286e	98M	GSM749694	wgEncodeUwTfbsGm12872CtcfStdRawRep1	2010-06-08	NA	wgEncodeUwTfbsGm12872CtcfStdRawRep1.bigWig
